Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.5476190476190477,0.5,0.7158196134574086,-1.074178049176617,0.0,0.25,-0.833993518503919,0.0,0.3333333333333333,1,0.9142857142857141,0.6666666666666667,-0.05778754527941421,0.875,1.0,0.0,-0.10834951351067117,0.6980525998795423,2.1251359240839385,1,0.0,-0.42623001504290287,0.0,0.0,-0.42164245835933756,0.0,0.0,-0.16461310905422863,0.2222222222222222,-0.6791456840737199,0.29411764705882354
0.7380952380952379,1.0,0.12670007158196134,0.6842203164020325,0.25,0.0,-0.833993518503919,0.0004837929366231253,0.6666666666666667,0,0.4428571428571429,0.3333333333333333,-0.05778754527941421,0.0,0.3333333333333333,0.5,-0.29171858995657424,0.9160008030515961,-0.6780493930322936,0,0.8571428571428571,2.346151056253851,1.0,0.3333333333333333,-0.16451140099023315,0.5,0.6666666666666667,0.48850772848886465,0.38888888888888884,-0.3687152874355457,0.4117647058823529
0.4523809523809524,0.5,0.9098067287043664,0.6842203164020325,0.03571428571428571,0.25,2.780306222653984,0.001451378809869376,1.0,0,0.8857142857142857,0.3333333333333333,-0.9614863916702531,0.125,0.6666666666666667,0.0,-0.9376536912260358,0.012126079100582207,1.3242258334793007,1,0.2857142857142857,-0.42623001504290287,0.3333333333333333,0.0,-0.5502079870438897,0.5,0.6666666666666667,-1.1442943653688686,0.0,-0.6791456840737199,0.0
0.35714285714285715,1.0,0.9234073013600572,0.6842203164020325,0.07142857142857142,0.75,-0.833993518503919,0.0019351717464925013,1.0,1,0.3714285714285714,0.6666666666666667,-0.9614863916702531,0.0,0.6666666666666667,0.5,-0.7636336754564013,0.845814093555511,-0.6780493930322936,1,0.0,-0.42623001504290287,0.6666666666666667,0.0,-0.42164245835933756,0.5,0.6666666666666667,0.16194730971731802,0.38888888888888884,0.2521455058408027,0.0
0.21428571428571425,0.5,0.35003579098067283,0.6842203164020325,0.03571428571428571,0.0,-0.11113357027233839,0.002902757619738752,0.0,0,0.14285714285714285,0.6666666666666667,-0.9614863916702531,0.125,0.3333333333333333,0.5,-0.6448581091374443,0.5837382051796828,2.5255909693862573,0,0.0714285714285714,-0.42623001504290287,1.0,0.3333333333333333,-0.678773515728442,0.5,0.6666666666666667,-0.8177339465973219,0.1111111111111111,-0.058284890797371494,0.11764705882352941
0.3333333333333333,1.0,0.64638511095204,0.6842203164020325,0.03571428571428571,0.25,-0.833993518503919,0.003386550556361877,1.0,0,0.7,0.6666666666666667,-0.9614863916702531,0.125,1.0,0.0,-0.7298495698307945,0.3922907046777755,-1.0785044383346125,0,0.1428571428571428,-0.42623001504290287,0.6666666666666667,0.0,-0.42164245835933756,0.3333333333333333,0.3333333333333333,-0.0013328996684553085,0.38888888888888884,0.2521455058408027,0.3529411764705882
0.976190476190476,0.5,0.8747315676449534,0.6842203164020325,0.07142857142857142,0.5,-0.11113357027233839,0.0043541364296081275,0.6666666666666667,1,0.7285714285714284,1.0,-0.9614863916702531,0.125,0.0,0.5,-0.814416073220678,0.31600080305159606,0.523315742874663,1,0.6428571428571427,2.346151056253851,0.0,1.0,0.09261965637887129,0.5,0.3333333333333333,-0.9810141559830953,0.0,-0.6791456840737199,0.0
0.28571428571428564,0.5,0.8990694345025053,0.6842203164020325,0.8214285714285714,0.0,-0.833993518503919,0.004837929366231252,1.0,0,0.5285714285714285,0.6666666666666667,-0.9614863916702531,0.125,0.6666666666666667,1.0,-0.8095290642308104,0.45135514956835976,-0.6780493930322936,0,0.7857142857142857,2.346151056253851,0.3333333333333333,0.3333333333333333,-1.3216011591512031,0.3333333333333333,0.6666666666666667,-0.9810141559830953,0.0,-0.6791456840737199,0.0
0.4761904761904761,1.0,0.0816034359341446,0.6842203164020325,0.7857142857142857,0.5,-0.833993518503919,0.005321722302854378,1.0,0,0.2,0.3333333333333333,0.8459113011114247,0.25,0.6666666666666667,0.0,0.6423375630633446,0.2687412166231681,-1.0785044383346125,0,0.7142857142857143,2.346151056253851,0.3333333333333333,0.0,-0.16451140099023315,0.3333333333333333,0.6666666666666667,0.32522751910309133,0.38888888888888884,-0.3687152874355457,0.47058823529411764
0.42857142857142855,0.5,0.8568360773085182,0.6842203164020325,0.9285714285714285,0.5,-0.11113357027233839,0.005805515239477503,0.6666666666666667,0,0.9142857142857141,0.6666666666666667,-0.05778754527941421,0.375,0.6666666666666667,0.5,-0.2689833742211031,0.5815298132905039,1.3242258334793007,0,0.1428571428571428,-0.42623001504290287,0.3333333333333333,0.6666666666666666,0.7354472998016324,0.5,0.3333333333333333,-0.0013328996684553085,0.38888888888888884,1.4938670923934996,0.4117647058823529
